"","age","maritl","race","education","jobclass","wage"
"156000",63,"2. Married","1. White","3. Some College","2. Information",109.833985642199
"453736",37,"2. Married","1. White","4. College Grad","2. Information",98.5993438603892
"83544",37,"4. Divorced","1. White","2. HS Grad","1. Industrial",57.4636470385133
"374646",41,"2. Married","1. White","5. Advanced Degree","2. Information",118.884359339886
"380303",22,"1. Never Married","1. White","3. Some College","1. Industrial",81.2832532842527
"11668",58,"2. Married","3. Asian","5. Advanced Degree","2. Information",227.458934033008
"303371",39,"2. Married","1. White","3. Some College","2. Information",116.265324062503
"12558",40,"2. Married","1. White","2. HS Grad","1. Industrial",141.77517233318
"154495",33,"1. Never Married","3. Asian","3. Some College","2. Information",81.2832532842527
"232910",35,"2. Married","1. White","5. Advanced Degree","1. Industrial",91.0932184689733
"448457",63,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",114.475713290347
"156591",45,"2. Married","1. White","5. Advanced Degree","1. Industrial",160.642475408263
"374845",31,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
"154639",41,"1. Never Married","1. White","5. Advanced Degree","1. Industrial",92.8958447894966
"376657",66,"2. Married","1. White","5. Advanced Degree","2. Information",276.778413321176
"453155",45,"1. Never Married","2. Black","2. HS Grad","1. Industrial",82.6796372966372
"302655",47,"1. Never Married","1. White","3. Some College","1. Industrial",99.6894636984864
"234441",35,"2. Married","1. White","2. HS Grad","2. Information",124.720446242886
"10756",52,"2. Married","1. White","2. HS Grad","2. Information",100.764272842107
"157788",62,"2. Married","1. White","4. College Grad","2. Information",169.800342280671
"82408",40,"2. Married","1. White","3. Some College","1. Industrial",136.876367635184
"231687",41,"2. Married","1. White","5. Advanced Degree","2. Information",277.79948020565
"451735",48,"2. Married","1. White","2. HS Grad","2. Information",118.884359339886
"447846",64,"2. Married","1. White","2. HS Grad","2. Information",114.475713290347
"87736",29,"2. Married","1. White","4. College Grad","1. Industrial",61.1875264339915
"159033",49,"2. Married","1. White","3. Some College","1. Industrial",118.884359339886
"452456",32,"2. Married","1. White","4. College Grad","1. Industrial",133.232350826567
"229915",41,"2. Married","3. Asian","2. HS Grad","1. Industrial",82.6796372966372
"85977",58,"2. Married","1. White","3. Some College","1. Industrial",148.413159102577
"158370",41,"2. Married","1. White","3. Some College","1. Industrial",148.413159102577
"86857",43,"2. Married","1. White","4. College Grad","2. Information",154.68529299563
"154144",23,"1. Never Married","2. Black","1. < HS Grad","2. Information",87.9810327856054
"155861",40,"1. Never Married","1. White","5. Advanced Degree","1. Industrial",102.870246933215
"302734",46,"2. Married","1. White","5. Advanced Degree","2. Information",281.745970551857
"301952",42,"1. Never Married","1. White","5. Advanced Degree","2. Information",148.414448195605
"302487",45,"2. Married","1. White","2. HS Grad","1. Industrial",148.413159102577
"375314",34,"1. Never Married","1. White","4. College Grad","2. Information",108.874525834712
"80513",57,"2. Married","1. White","2. HS Grad","1. Industrial",104.921506533664
"8245",32,"1. Never Married","1. White","3. Some College","2. Information",86.1737867271136
"450802",55,"4. Divorced","1. White","2. HS Grad","2. Information",102.870246933215
"380599",22,"1. Never Married","1. White","4. College Grad","2. Information",76.2832778539642
"228870",26,"1. Never Married","1. White","2. HS Grad","1. Industrial",66.9616443217359
"86333",27,"1. Never Married","1. White","4. College Grad","2. Information",54.5981500331442
"82672",34,"2. Married","1. White","4. College Grad","2. Information",166.324941233877
"303408",48,"2. Married","1. White","2. HS Grad","2. Information",91.7016396744449
"379215",23,"2. Married","1. White","2. HS Grad","1. Industrial",78.3465619952665
"153433",41,"2. Married","1. White","2. HS Grad","1. Industrial",111.720849360989
"452035",49,"4. Divorced","1. White","5. Advanced Degree","2. Information",151.591484239814
"12738",47,"2. Married","1. White","5. Advanced Degree","2. Information",120.589436530402
"10025",35,"4. Divorced","2. Black","4. College Grad","1. Industrial",117.146816914805
"302428",50,"2. Married","1. White","2. HS Grad","1. Industrial",81.9853178344996
"451939",69,"2. Married","1. White","2. HS Grad","1. Industrial",40.4056652596845
"83710",45,"2. Married","1. White","2. HS Grad","1. Industrial",154.68529299563
"11155",40,"2. Married","1. White","3. Some College","1. Industrial",154.68529299563
"377849",22,"1. Never Married","1. White","3. Some College","1. Industrial",78.3924668009837
"380873",47,"2. Married","1. White","4. College Grad","2. Information",159.474176661105
"11350",48,"2. Married","2. Black","2. HS Grad","1. Industrial",66.2294082943902
"449916",28,"1. Never Married","1. White","2. HS Grad","1. Industrial",111.720849360989
"11955",49,"1. Never Married","1. White","3. Some College","1. Industrial",90.7270793135127
"452076",51,"4. Divorced","1. White","2. HS Grad","1. Industrial",128.680488220624
"158386",58,"2. Married","1. White","5. Advanced Degree","1. Industrial",148.413159102577
"452919",55,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
"304571",49,"2. Married","1. White","2. HS Grad","2. Information",94.0727147457005
"84662",46,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
"157527",44,"2. Married","1. White","5. Advanced Degree","2. Information",182.020620963512
"155753",25,"2. Married","1. White","3. Some College","1. Industrial",87.9810327856054
"85476",73,"4. Divorced","2. Black","1. < HS Grad","1. Industrial",92.8958447894966
"86888",18,"1. Never Married","1. White","2. HS Grad","1. Industrial",72.1504556815713
"11885",52,"2. Married","2. Black","1. < HS Grad","2. Information",122.263673892802
"84104",51,"2. Married","1. White","2. HS Grad","1. Industrial",82.6796372966372
"451062",44,"2. Married","1. White","4. College Grad","2. Information",176.989650489877
"379529",44,"2. Married","1. White","3. Some College","2. Information",141.77517233318
"155117",29,"2. Married","3. Asian","2. HS Grad","1. Industrial",95.2307125669819
"234168",48,"2. Married","3. Asian","4. College Grad","2. Information",141.77517233318
"228808",62,"2. Married","1. White","2. HS Grad","2. Information",101.82435207568
"85191",40,"2. Married","1. White","5. Advanced Degree","2. Information",131.737801155001
"159708",24,"1. Never Married","1. White","3. Some College","1. Industrial",66.3251949430473
"378375",54,"2. Married","1. White","5. Advanced Degree","2. Information",163.515863976238
"155162",69,"2. Married","2. Black","1. < HS Grad","2. Information",114.475713290347
"230689",48,"2. Married","1. White","2. HS Grad","1. Industrial",123.089699847943
"158165",73,"2. Married","1. White","1. < HS Grad","1. Industrial",40.1943705168112
"448727",30,"2. Married","2. Black","3. Some College","2. Information",70.5134157015506
"154715",41,"1. Never Married","3. Asian","3. Some College","2. Information",73.7757432746946
"449784",48,"2. Married","1. White","1. < HS Grad","2. Information",100.879460918798
"82382",63,"2. Married","1. White","4. College Grad","2. Information",84.0459576539924
"81077",40,"2. Married","1. White","3. Some College","1. Industrial",141.77517233318
"303201",52,"2. Married","1. White","3. Some College","2. Information",91.0932184689733
"375099",54,"5. Separated","1. White","2. HS Grad","1. Industrial",114.475713290347
"452764",33,"2. Married","1. White","4. College Grad","1. Industrial",267.901086855275
"84935",42,"2. Married","1. White","4. College Grad","2. Information",160.642475408263
"302956",31,"2. Married","2. Black","2. HS Grad","1. Industrial",94.0727147457005
"231714",46,"2. Married","1. White","3. Some College","2. Information",139.675870162748
"377432",44,"2. Married","1. White","4. College Grad","1. Industrial",125.12381572196
"450157",45,"5. Separated","1. White","2. HS Grad","1. Industrial",113.567089569751
"155744",40,"2. Married","1. White","2. HS Grad","1. Industrial",182.020620963512
"12978",31,"1. Never Married","1. White","2. HS Grad","1. Industrial",102.870246933215
"228951",19,"1. Never Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
"156037",43,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
"302728",56,"2. Married","1. White","4. College Grad","2. Information",142.457169885112
"233642",55,"2. Married","1. White","3. Some College","1. Industrial",101.82435207568
"228903",59,"2. Married","1. White","5. Advanced Degree","2. Information",118.884359339886
"449895",49,"4. Divorced","1. White","1. < HS Grad","2. Information",102.870246933215
"376582",27,"1. Never Married","1. White","2. HS Grad","1. Industrial",61.1875264339915
"160144",34,"1. Never Married","1. White","2. HS Grad","1. Industrial",81.2860772898212
"161269",35,"2. Married","1. White","5. Advanced Degree","2. Information",268.266292012557
"87217",33,"2. Married","2. Black","3. Some College","2. Information",104.921506533664
"160293",35,"2. Married","1. White","2. HS Grad","1. Industrial",144.47808766541
"86674",40,"2. Married","1. White","3. Some College","2. Information",118.884359339886
"87761",53,"2. Married","1. White","4. College Grad","2. Information",94.0727147457005
"229277",45,"1. Never Married","1. White","5. Advanced Degree","2. Information",196.125272594255
"452824",34,"2. Married","1. White","4. College Grad","1. Industrial",169.073540049428
"232086",25,"2. Married","1. White","1. < HS Grad","1. Industrial",69.6190369046763
"12838",54,"2. Married","1. White","3. Some College","2. Information",115.51808515372
"159042",41,"2. Married","1. White","1. < HS Grad","1. Industrial",89.2428846644714
"375741",46,"2. Married","1. White","5. Advanced Degree","2. Information",276.778413321176
"85607",44,"2. Married","1. White","5. Advanced Degree","1. Industrial",170.6951277113
"11797",46,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
"452631",38,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
"374872",36,"2. Married","1. White","2. HS Grad","1. Industrial",128.680488220624
"448646",27,"1. Never Married","3. Asian","4. College Grad","2. Information",99.6894636984864
"379131",33,"2. Married","1. White","2. HS Grad","1. Industrial",128.680488220624
"231134",56,"2. Married","2. Black","2. HS Grad","1. Industrial",140.398200161944
"379883",33,"1. Never Married","1. White","5. Advanced Degree","2. Information",125.525498433836
"376258",39,"4. Divorced","1. White","4. College Grad","1. Industrial",118.884359339886
"14511",22,"1. Never Married","1. White","2. HS Grad","1. Industrial",72.1504556815713
"449447",53,"2. Married","1. White","4. College Grad","1. Industrial",104.921506533664
"231149",36,"2. Married","1. White","4. College Grad","1. Industrial",277.79948020565
"376577",40,"2. Married","1. White","2. HS Grad","2. Information",130.982177377461
"9330",51,"2. Married","2. Black","2. HS Grad","1. Industrial",78.214575693165
"380510",40,"2. Married","1. White","2. HS Grad","2. Information",90.4819133566401
"234379",56,"2. Married","1. White","5. Advanced Degree","2. Information",117.146816914805
"449768",49,"2. Married","1. White","2. HS Grad","1. Industrial",166.324941233877
"304596",32,"2. Married","1. White","1. < HS Grad","2. Information",81.2832532842527
"83073",21,"1. Never Married","1. White","2. HS Grad","2. Information",84.0459576539924
"80331",48,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
"307248",48,"2. Married","1. White","3. Some College","1. Industrial",73.7757432746946
"87597",32,"2. Married","1. White","3. Some College","1. Industrial",115.106201691293
"161439",30,"1. Never Married","1. White","3. Some College","1. Industrial",53.0275511164817
"153663",33,"2. Married","1. White","1. < HS Grad","2. Information",79.8549003093467
"11542",56,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",56.4538649754188
"81869",46,"4. Divorced","2. Black","3. Some College","2. Information",90.4819133566401
"156792",49,"2. Married","1. White","3. Some College","1. Industrial",104.921506533664
"376283",24,"1. Never Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
"452245",48,"1. Never Married","1. White","3. Some College","2. Information",147.116689159978
"231515",37,"4. Divorced","1. White","4. College Grad","1. Industrial",109.833985642199
"306859",53,"2. Married","1. White","3. Some College","1. Industrial",118.884359339886
"82001",56,"2. Married","2. Black","5. Advanced Degree","2. Information",141.77517233318
"375236",34,"2. Married","2. Black","3. Some College","2. Information",108.874525834712
"86010",56,"2. Married","1. White","3. Some College","1. Industrial",104.921506533664
"230943",48,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
"228764",47,"2. Married","2. Black","2. HS Grad","1. Industrial",27.1405792079024
"156896",52,"2. Married","1. White","3. Some College","2. Information",70.4760196469445
"453724",40,"2. Married","1. White","3. Some College","1. Industrial",166.879383279962
"379194",25,"2. Married","1. White","2. HS Grad","2. Information",127.115743812184
"452457",35,"2. Married","1. White","4. College Grad","1. Industrial",117.146816914805
"232552",40,"1. Never Married","2. Black","3. Some College","2. Information",103.90247060316
"450777",22,"1. Never Married","1. White","2. HS Grad","1. Industrial",34.6074177301288
"158588",50,"4. Divorced","1. White","3. Some College","2. Information",100.013486924706
"377411",48,"5. Separated","1. White","1. < HS Grad","1. Industrial",64.8689691939769
"302723",40,"1. Never Married","3. Asian","5. Advanced Degree","1. Industrial",109.833985642199
"153400",45,"2. Married","1. White","3. Some College","2. Information",127.115743812184
"86089",30,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
"379090",34,"2. Married","1. White","2. HS Grad","1. Industrial",134.705375118879
"302129",32,"2. Married","1. White","1. < HS Grad","1. Industrial",65.1108537153447
"86755",53,"2. Married","1. White","4. College Grad","1. Industrial",143.134940811134
"377441",32,"1. Never Married","1. White","3. Some College","1. Industrial",76.8936025176112
"87396",39,"2. Married","2. Black","4. College Grad","1. Industrial",99.6894636984864
"84169",40,"2. Married","1. White","2. HS Grad","2. Information",75.3556793180091
"228357",40,"2. Married","1. White","4. College Grad","1. Industrial",166.324941233877
"449987",52,"2. Married","1. White","5. Advanced Degree","2. Information",133.232350826567
"304921",32,"1. Never Married","1. White","2. HS Grad","1. Industrial",89.4924795180001
"374988",45,"2. Married","1. White","2. HS Grad","2. Information",84.0459576539924
"84663",47,"2. Married","3. Asian","5. Advanced Degree","2. Information",160.642475408263
"379349",49,"2. Married","1. White","2. HS Grad","1. Industrial",144.170606488233
"157534",53,"2. Married","1. White","1. < HS Grad","2. Information",73.7757432746946
"305469",66,"4. Divorced","2. Black","2. HS Grad","2. Information",70.4760196469445
"231089",33,"2. Married","1. White","1. < HS Grad","2. Information",73.7757432746946
"82956",58,"4. Divorced","1. White","2. HS Grad","1. Industrial",94.0727147457005
"379819",41,"2. Married","1. White","5. Advanced Degree","1. Industrial",83.1913242935054
"449534",54,"2. Married","3. Asian","3. Some College","2. Information",134.705375118879
"448935",26,"1. Never Married","1. White","2. HS Grad","1. Industrial",86.6951548289402
"375717",24,"1. Never Married","4. Other","2. HS Grad","1. Industrial",70.4760196469445
"304731",62,"2. Married","1. White","4. College Grad","2. Information",130.982177377461
"14158",26,"1. Never Married","3. Asian","4. College Grad","1. Industrial",114.022580378556
"85775",45,"2. Married","1. White","2. HS Grad","2. Information",106.127582150788
"161082",23,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
"155957",44,"2. Married","1. White","5. Advanced Degree","2. Information",143.134940811134
"374629",48,"2. Married","1. White","4. College Grad","2. Information",123.089699847943
"232517",55,"2. Married","1. White","5. Advanced Degree","2. Information",117.584340323354
"380749",48,"2. Married","1. White","4. College Grad","2. Information",145.143601176911
"453653",63,"2. Married","1. White","2. HS Grad","1. Industrial",118.884359339886
"81828",57,"2. Married","2. Black","2. HS Grad","2. Information",97.4932940453934
"377546",69,"2. Married","3. Asian","5. Advanced Degree","2. Information",148.413159102577
"451614",31,"1. Never Married","1. White","4. College Grad","2. Information",127.115743812184
"157421",19,"1. Never Married","1. White","2. HS Grad","1. Industrial",51.9036962665682
"9691",44,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
"304770",31,"2. Married","3. Asian","4. College Grad","2. Information",134.705375118879
"81122",49,"1. Never Married","4. Other","1. < HS Grad","1. Industrial",87.9810327856054
"233881",29,"2. Married","1. White","3. Some College","2. Information",95.2307125669819
"377413",26,"2. Married","4. Other","3. Some College","2. Information",76.8936025176112
"303918",37,"2. Married","1. White","5. Advanced Degree","2. Information",116.265324062503
"229437",30,"1. Never Married","1. White","2. HS Grad","1. Industrial",81.2832532842527
"447724",35,"2. Married","1. White","3. Some College","1. Industrial",131.62180303309
"85017",40,"2. Married","1. White","2. HS Grad","1. Industrial",117.146816914805
"9109",44,"4. Divorced","4. Other","5. Advanced Degree","2. Information",68.7480877337669
"84346",65,"2. Married","1. White","2. HS Grad","1. Industrial",125.525498433836
"301863",54,"2. Married","2. Black","3. Some College","1. Industrial",101.82435207568
"452767",56,"2. Married","1. White","3. Some College","1. Industrial",140.398200161944
"380912",48,"2. Married","1. White","4. College Grad","2. Information",107.903923866876
"450623",37,"4. Divorced","1. White","3. Some College","1. Industrial",58.0147820121857
"7899",30,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
"452871",37,"2. Married","1. White","2. HS Grad","1. Industrial",131.737801155001
"13456",58,"4. Divorced","2. Black","2. HS Grad","2. Information",81.2832532842527
"232102",45,"2. Married","1. White","3. Some College","2. Information",157.700527725737
"375105",33,"2. Married","1. White","2. HS Grad","1. Industrial",65.11462387776
"81175",51,"2. Married","1. White","3. Some College","1. Industrial",90.4819133566401
"375985",50,"2. Married","1. White","1. < HS Grad","1. Industrial",46.7632687977187
"233063",42,"2. Married","1. White","2. HS Grad","1. Industrial",85.3839403789827
"85647",46,"1. Never Married","1. White","3. Some College","1. Industrial",139.703071527658
"153843",47,"2. Married","1. White","3. Some College","1. Industrial",81.2832532842527
"10673",47,"2. Married","1. White","5. Advanced Degree","2. Information",118.884359339886
"375389",36,"2. Married","3. Asian","2. HS Grad","1. Industrial",65.1108537153447
"374477",39,"2. Married","1. White","2. HS Grad","1. Industrial",65.1108537153447
"13605",40,"2. Married","1. White","3. Some College","2. Information",123.089699847943
"84566",32,"2. Married","1. White","5. Advanced Degree","2. Information",112.6488963421
"160765",36,"2. Married","1. White","3. Some College","1. Industrial",86.6951548289402
"449036",31,"1. Never Married","2. Black","3. Some College","1. Industrial",82.6796372966372
"13295",28,"2. Married","3. Asian","4. College Grad","1. Industrial",130.982177377461
"87877",54,"2. Married","1. White","4. College Grad","1. Industrial",176.989650489877
"86166",42,"2. Married","1. White","2. HS Grad","1. Industrial",118.884359339886
"160895",19,"1. Never Married","1. White","2. HS Grad","2. Information",68.7480877337669
"450033",59,"2. Married","1. White","3. Some College","2. Information",267.901086855275
"156104",64,"1. Never Married","1. White","3. Some College","2. Information",99.6894636984864
"81086",37,"1. Never Married","1. White","3. Some College","2. Information",109.833985642199
"87767",30,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
"13125",24,"1. Never Married","1. White","4. College Grad","1. Industrial",118.884359339886
"231653",26,"2. Married","1. White","2. HS Grad","1. Industrial",75.0431540173515
"85304",44,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
"375038",39,"2. Married","1. White","5. Advanced Degree","2. Information",276.778413321176
"9595",48,"2. Married","1. White","5. Advanced Degree","2. Information",277.601417511009
"87553",53,"1. Never Married","2. Black","2. HS Grad","1. Industrial",80.5731997057359
"81392",42,"2. Married","3. Asian","5. Advanced Degree","2. Information",114.475713290347
"451374",44,"2. Married","1. White","5. Advanced Degree","1. Industrial",166.324941233877
"158047",25,"1. Never Married","1. White","4. College Grad","2. Information",85.3839403789827
"81515",46,"2. Married","1. White","2. HS Grad","1. Industrial",43.7351116779821
"153519",52,"2. Married","1. White","3. Some College","2. Information",101.82435207568
"380550",33,"2. Married","1. White","3. Some College","2. Information",87.9810327856054
"304366",30,"2. Married","2. Black","3. Some College","2. Information",121.430313822622
"304377",38,"1. Never Married","1. White","3. Some College","1. Industrial",109.833985642199
"378073",57,"2. Married","3. Asian","4. College Grad","1. Industrial",127.115743812184
"158940",50,"2. Married","1. White","4. College Grad","2. Information",115.285516994187
"380022",23,"1. Never Married","1. White","3. Some College","1. Industrial",98.6015397849967
"227841",46,"4. Divorced","1. White","3. Some College","2. Information",144.47808766541
"12002",61,"2. Married","1. White","4. College Grad","1. Industrial",136.15771083723
"450489",59,"2. Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
"158881",57,"2. Married","2. Black","2. HS Grad","1. Industrial",90.4819133566401
"154684",25,"1. Never Married","1. White","2. HS Grad","1. Industrial",86.6951548289402
"451147",52,"2. Married","3. Asian","5. Advanced Degree","2. Information",65.1108537153447
"448799",44,"5. Separated","1. White","4. College Grad","2. Information",131.737801155001
"86446",40,"2. Married","1. White","2. HS Grad","1. Industrial",66.9616443217359
"7499",51,"2. Married","1. White","3. Some College","1. Industrial",166.324941233877
"154659",43,"2. Married","3. Asian","1. < HS Grad","2. Information",65.1108537153447
"159096",42,"2. Married","1. White","2. HS Grad","1. Industrial",120.589436530402
"379777",28,"2. Married","1. White","2. HS Grad","1. Industrial",101.82435207568
"161093",54,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
"8398",34,"2. Married","1. White","5. Advanced Degree","2. Information",159.052027129346
"86001",50,"2. Married","1. White","4. College Grad","2. Information",109.833985642199
"9947",36,"2. Married","1. White","5. Advanced Degree","2. Information",140.051197616953
"13597",36,"2. Married","1. White","4. College Grad","1. Industrial",132.352477709878
"229336",31,"1. Never Married","3. Asian","5. Advanced Degree","2. Information",97.4932940453934
"9471",43,"2. Married","1. White","5. Advanced Degree","2. Information",134.705375118879
"307463",20,"1. Never Married","1. White","3. Some College","1. Industrial",72.1504556815713
"307758",42,"4. Divorced","1. White","2. HS Grad","1. Industrial",49.5553381215226
"8704",41,"2. Married","1. White","5. Advanced Degree","2. Information",149.055895589404
"450579",27,"2. Married","1. White","5. Advanced Degree","2. Information",122.263673892802
"379802",41,"4. Divorced","1. White","3. Some College","1. Industrial",99.6894636984864
"155828",41,"2. Married","2. Black","2. HS Grad","1. Industrial",104.921506533664
"158458",39,"2. Married","1. White","2. HS Grad","1. Industrial",73.7757432746946
"229278",49,"1. Never Married","1. White","4. College Grad","1. Industrial",148.413159102577
"374326",38,"2. Married","2. Black","2. HS Grad","2. Information",129.453644576625
"84906",55,"2. Married","1. White","4. College Grad","2. Information",134.705375118879
"10154",47,"1. Never Married","1. White","2. HS Grad","1. Industrial",79.8549003093467
"448330",56,"4. Divorced","1. White","4. College Grad","1. Industrial",40.4056652596845
"302440",30,"2. Married","1. White","3. Some College","2. Information",131.737801155001
"8594",56,"2. Married","1. White","2. HS Grad","1. Industrial",134.705375118879
"160473",46,"2. Married","1. White","2. HS Grad","1. Industrial",114.475713290347
"154916",35,"2. Married","1. White","3. Some College","1. Industrial",116.707154559148
"453566",58,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
"453173",69,"2. Married","1. White","2. HS Grad","1. Industrial",81.226746312023
"231286",68,"4. Divorced","1. White","2. HS Grad","2. Information",87.9810327856054
"83337",52,"2. Married","1. White","3. Some College","2. Information",127.115743812184
"8625",46,"1. Never Married","2. Black","4. College Grad","2. Information",104.921506533664
"304249",39,"1. Never Married","1. White","4. College Grad","2. Information",107.903923866876
"13542",30,"2. Married","1. White","5. Advanced Degree","1. Industrial",117.146816914805
"233331",30,"4. Divorced","1. White","3. Some College","1. Industrial",107.903923866876
"12638",43,"2. Married","1. White","2. HS Grad","1. Industrial",72.1504556815713
"376869",49,"2. Married","1. White","5. Advanced Degree","1. Industrial",160.642475408263
"11100",54,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
"379372",48,"4. Divorced","1. White","5. Advanced Degree","2. Information",143.134940811134
"376009",37,"5. Separated","2. Black","3. Some College","2. Information",97.4932940453934
"304338",46,"2. Married","1. White","4. College Grad","2. Information",141.77517233318
"304116",53,"2. Married","1. White","2. HS Grad","1. Industrial",148.413159102577
"452574",31,"1. Never Married","1. White","4. College Grad","1. Industrial",109.833985642199
"230268",18,"1. Never Married","1. White","3. Some College","2. Information",59.0970640815891
"159545",49,"2. Married","1. White","4. College Grad","2. Information",152.52821689856
"229535",39,"2. Married","1. White","2. HS Grad","1. Industrial",81.2832532842527
"161425",40,"2. Married","1. White","2. HS Grad","2. Information",43.7351116779821
"376778",37,"2. Married","1. White","2. HS Grad","2. Information",96.3706528322308
"232700",24,"2. Married","1. White","2. HS Grad","1. Industrial",101.82435207568
"304010",27,"1. Never Married","1. White","2. HS Grad","1. Industrial",82.6796372966372
"377710",46,"2. Married","1. White","4. College Grad","1. Industrial",89.2428846644714
"8072",40,"2. Married","1. White","3. Some College","2. Information",85.1185334226767
"306740",39,"2. Married","1. White","5. Advanced Degree","2. Information",166.324941233877
"374463",42,"1. Never Married","1. White","1. < HS Grad","1. Industrial",100.764272842107
"378483",58,"2. Married","1. White","3. Some College","2. Information",123.089699847943
"11655",40,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",163.515863976238
"159926",27,"2. Married","1. White","2. HS Grad","2. Information",85.3839403789827
"161488",31,"2. Married","1. White","3. Some College","2. Information",75.3556793180091
"380370",44,"2. Married","1. White","2. HS Grad","1. Industrial",65.1108537153447
"154590",38,"4. Divorced","1. White","2. HS Grad","1. Industrial",92.6581301668597
"86392",34,"2. Married","1. White","4. College Grad","2. Information",137.590142766506
"12146",41,"2. Married","1. White","2. HS Grad","2. Information",134.85152633512
"301904",20,"1. Never Married","1. White","1. < HS Grad","1. Industrial",72.4793162971252
"375850",28,"1. Never Married","1. White","4. College Grad","2. Information",178.533050380204
"449254",55,"2. Married","1. White","4. College Grad","2. Information",98.5993438603892
"378197",38,"2. Married","1. White","4. College Grad","2. Information",115.375038556391
"447285",43,"1. Never Married","1. White","2. HS Grad","1. Industrial",36.6737041960799
"229216",50,"2. Married","3. Asian","4. College Grad","2. Information",123.089699847943
"379593",55,"2. Married","1. White","4. College Grad","2. Information",87.9810327856054
"10380",24,"1. Never Married","2. Black","3. Some College","2. Information",73.9357192871731
"453516",37,"4. Divorced","1. White","4. College Grad","2. Information",118.884359339886
"87747",25,"1. Never Married","1. White","4. College Grad","2. Information",90.4819133566401
"13594",45,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
"448361",40,"2. Married","1. White","1. < HS Grad","1. Industrial",81.2832532842527
"82431",43,"2. Married","1. White","5. Advanced Degree","2. Information",130.982177377461
"227968",50,"2. Married","1. White","3. Some College","1. Industrial",176.989650489877
"154580",42,"1. Never Married","1. White","2. HS Grad","2. Information",82.6796372966372
"155201",38,"2. Married","1. White","2. HS Grad","1. Industrial",131.737801155001
"228062",44,"4. Divorced","1. White","1. < HS Grad","1. Industrial",82.6796372966372
"301131",19,"1. Never Married","1. White","3. Some College","1. Industrial",41.4412130349115
"81508",44,"1. Never Married","1. White","3. Some College","2. Information",117.146816914805
"160105",26,"1. Never Married","1. White","1. < HS Grad","1. Industrial",73.7757432746946
"10455",54,"2. Married","1. White","2. HS Grad","1. Industrial",86.6951548289402
"230783",32,"2. Married","1. White","4. College Grad","1. Industrial",99.6894636984864
"380368",49,"2. Married","1. White","4. College Grad","2. Information",141.77517233318
"8521",35,"2. Married","1. White","1. < HS Grad","1. Industrial",70.8150386167557
"302231",34,"2. Married","1. White","1. < HS Grad","2. Information",72.1504556815713
"376389",60,"2. Married","3. Asian","3. Some College","2. Information",127.115743812184
"231469",54,"2. Married","1. White","5. Advanced Degree","2. Information",73.7757432746946
"155163",31,"2. Married","2. Black","3. Some College","2. Information",139.703071527658
"229213",47,"2. Married","1. White","4. College Grad","2. Information",160.642475408263
"161447",48,"4. Divorced","1. White","2. HS Grad","1. Industrial",23.9529444789965
"11017",48,"2. Married","1. White","4. College Grad","2. Information",115.375038556391
"81252",35,"2. Married","1. White","2. HS Grad","2. Information",114.475713290347
"227917",55,"2. Married","1. White","5. Advanced Degree","2. Information",127.115743812184
"82223",35,"2. Married","1. White","5. Advanced Degree","2. Information",137.590142766506
"450449",37,"2. Married","3. Asian","4. College Grad","2. Information",176.989650489877
"155027",27,"1. Never Married","2. Black","2. HS Grad","2. Information",23.2747040516601
"160957",52,"4. Divorced","1. White","2. HS Grad","1. Industrial",73.7757432746946
"307162",47,"5. Separated","2. Black","1. < HS Grad","2. Information",82.6796372966372
"153288",26,"1. Never Married","1. White","2. HS Grad","1. Industrial",56.9055391446732
"10549",41,"2. Married","1. White","1. < HS Grad","1. Industrial",128.680488220624
"448079",22,"1. Never Married","1. White","2. HS Grad","1. Industrial",75.0431540173515
"85787",76,"2. Married","1. White","3. Some College","1. Industrial",73.7757432746946
"232991",46,"2. Married","1. White","2. HS Grad","1. Industrial",108.065830309718
"232011",39,"2. Married","2. Black","3. Some College","1. Industrial",123.089699847943
"234060",39,"2. Married","1. White","5. Advanced Degree","1. Industrial",277.79948020565
